Mod:Item:MetaData, Localized Name
gregtech:granite:6, Cracked Black Granite Bricks
gregtech:granite:10, Mossy Black Granite Bricks
gregtech:granite:14, Chiseled Black Granite Bricks
gregtech:granite:3, Red Granite Bricks
gregtech:granite:7, Cracked Red Granite Bricks
gregtech:granite:11, Mossy Red Granite Bricks
gregtech:granite:15, Chiseled Red Granite Bricks
gregtech:mineral:0, Marble
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:compressed_5:0, Block of Charcoal
gregtech:compressed_5:1, Block of Chromite
gregtech:compressed_5:2, Block of Cinnabar
gregtech:compressed_5:3, Block of Cobaltite
gregtech:compressed_5:4, Block of Sheldonite
gregtech:compressed_5:5, Block of Cupronickel
gregtech:compressed_5:6, Block of Dark Ashes
gregtech:compressed_5:7, Block of Electrum
gregtech:compressed_5:8, Block of Galena
gregtech:compressed_5:9, Block of Garnierite
gregtech:compressed_5:10, Block of Green Sapphire
gregtech:compressed_5:11, Block of Grossular
gregtech:compressed_5:12, Block of Ilmenite
gregtech:compressed_5:13, Block of Rutile
gregtech:compressed_5:14, Block of Bauxite
gregtech:compressed_5:15, Block of Magnesium Chloride
gregtech:compressed_3:0, Block of Silver
gregtech:compressed_3:1, Block of Sodium
gregtech:compressed_3:2, Block of Strontium
gregtech:compressed_3:3, Block of Sulfur
gregtech:compressed_3:4, Block of Tantalum
gregtech:compressed_3:5, Block of Tellurium
gregtech:compressed_3:6, Block of Terbium
gregtech:compressed_3:7, Block of Thorium
gregtech:compressed_3:8, Block of Thulium
gregtech:compressed_3:9, Block of Tin
gregtech:compressed_3:10, Block of Titanium
gregtech:compressed_3:11, Block of Tungsten
gregtech:compressed_3:12, Block of Uranium 238
gregtech:compressed_3:13, Block of Uranium 235
gregtech:compressed_3:14, Block of Vanadium
gregtech:compressed_3:15, Block of Yttrium
gregtech:compressed_13:0, Block of Malachite
gregtech:compressed_13:1, Block of Mirabilite
gregtech:compressed_13:2, Block of Mica
gregtech:compressed_13:3, Block of Trona
gregtech:compressed_13:4, Block of Barite
gregtech:compressed_13:5, Block of Gypsum
gregtech:compressed_13:6, Block of Alunite
gregtech:compressed_13:7, Block of Dolomite
gregtech:compressed_13:8, Block of Wollastonite
gregtech:compressed_13:9, Block of Zeolite
gregtech:compressed_13:10, Block of Kyanite
gregtech:compressed_13:11, Block of Kaolinite
gregtech:compressed_13:12, Block of Talc
gregtech:compressed_13:13, Block of Soapstone
gregtech:compressed_13:14, Block of Magnetic Iron
gregtech:compressed_13:15, Block of Magnetic Steel
gregtech:compressed_8:0, Block of Soldering Alloy
gregtech:compressed_8:1, Block of Spessartine
gregtech:compressed_8:2, Block of Sphalerite
gregtech:compressed_8:3, Block of Stainless Steel
gregtech:compressed_8:4, Block of Steel
gregtech:compressed_8:5, Block of Stibnite
gregtech:compressed_8:6, Block of Tanzanite
gregtech:compressed_8:7, Block of Tetrahedrite
gregtech:compressed_8:8, Block of Tin Alloy
gregtech:compressed_8:9, Block of Topaz
gregtech:compressed_8:10, Block of Tungstate
gregtech:compressed_8:11, Block of Ultimet
gregtech:compressed_8:12, Block of Uraninite
gregtech:compressed_8:13, Block of Uvarovite
gregtech:compressed_8:14, Block of Vanadium-Gallium
gregtech:compressed_8:15, Block of Wrought Iron
gregtech:compressed_0:0, Block of Aluminium
gregtech:compressed_0:1, Block of Americium
gregtech:compressed_0:2, Block of Antimony
gregtech:compressed_0:3, Block of Arsenic
gregtech:compressed_0:4, Block of Barium
gregtech:compressed_0:5, Block of Beryllium
gregtech:compressed_0:6, Block of Bismuth
gregtech:compressed_0:7, Block of Boron
gregtech:compressed_0:8, Block of Caesium
gregtech:compressed_0:9, Block of Calcium
gregtech:compressed_0:10, Block of Carbon
gregtech:compressed_0:11, Block of Cadmium
gregtech:compressed_0:12, Block of Cerium
gregtech:compressed_0:13, Block of Chrome
gregtech:compressed_0:14, Block of Cobalt
gregtech:compressed_0:15, Block of Copper
gregtech:compressed_9:0, Block of Wulfenite
gregtech:compressed_9:1, Block of Yellow Limonite
gregtech:compressed_9:2, Block of Yttrium Barium Cuprate
gregtech:compressed_9:3, Block of Certus Quartz
gregtech:compressed_9:4, Block of Quartzite
gregtech:compressed_9:5, Block of Graphite
gregtech:compressed_9:6, Block of Graphene
gregtech:compressed_9:7, Block of Jasper
gregtech:compressed_9:8, Block of Osmiridium
gregtech:compressed_9:9, Block of Perlite
gregtech:compressed_9:10, Block of Lignite Coal
gregtech:compressed_9:11, Block of Olivine
gregtech:compressed_9:12, Block of Opal
gregtech:compressed_9:13, Block of Amethyst
gregtech:compressed_9:14, Block of Enderpearl
gregtech:compressed_9:15, Block of Endereye
gregtech:compressed_19:0, Block of Antimony Trioxide
gregtech:compressed_19:1, Block of Massicot
gregtech:compressed_19:2, Block of Quartz Sand
gregtech:compressed_19:3, Block of Ultima Alloy
gregtech:compressed_19:4, Block of Mica Based Pulp
gregtech:compressed_19:5, Block of Alumino Silicate Wool
gregtech:compressed_19:6, Block of Enderium
gregtech:compressed_19:7, Block of ZPM Superconductor Base
gregtech:compressed_19:8, Block of LuV Superconductor Base
gregtech:compressed_19:9, Block of IV Superconductor Base
gregtech:compressed_19:10, Block of EV Superconductor Base
gregtech:compressed_19:11, Block of HV Superconductor Base
gregtech:compressed_19:12, Block of MV Superconductor Base
gregtech:compressed_19:13, Block of Lignite Coke
gregtech:compressed_19:14, Block of Meat
gregtech:compressed_19:15, Block of Neutronium
gregtech:compressed_7:0, Block of Polycaprolactam
gregtech:compressed_7:1, Block of Polytetrafluoroethylene
gregtech:compressed_7:2, Block of Powellite
gregtech:compressed_7:3, Block of Pyrite
gregtech:compressed_7:4, Block of Pyrolusite
gregtech:compressed_7:5, Block of Pyrope
gregtech:compressed_7:6, Block of Rock Salt
gregtech:compressed_7:7, Block of Rubber
gregtech:compressed_7:8, Block of Ruby
gregtech:compressed_7:9, Block of Salt
gregtech:compressed_7:10, Block of Saltpeter
gregtech:compressed_7:11, Block of Sapphire
gregtech:compressed_7:12, Block of Scheelite
gregtech:compressed_7:13, Block of Silicon Dioxide
gregtech:compressed_7:14, Block of Sodalite
gregtech:compressed_7:15, Block of Sodium Sulfide
gregtech:compressed_10:0, Block of Flint
gregtech:compressed_10:1, Block of Diatomite
gregtech:compressed_10:2, Block of Niter
gregtech:compressed_10:3, Block of Tantalite
gregtech:compressed_10:4, Block of Hydrated Coal
gregtech:compressed_10:5, Block of Apatite
gregtech:compressed_10:6, Block of Sterling Silver
gregtech:compressed_10:7, Block of Rose Gold
gregtech:compressed_10:8, Block of Black Bronze
gregtech:compressed_10:9, Block of Bismuth Bronze
gregtech:compressed_10:10, Block of Black Steel
gregtech:compressed_10:11, Block of Red Steel
gregtech:compressed_10:12, Block of Blue Steel
gregtech:compressed_10:13, Block of Damascus Steel
gregtech:compressed_10:14, Block of Tungstensteel
gregtech:compressed_10:15, Block of Red Alloy
gregtech:compressed_1:0, Block of Dysprosium
gregtech:compressed_1:1, Block of Erbium
gregtech:compressed_1:2, Block of Europium
gregtech:compressed_1:3, Block of Gadolinium
gregtech:compressed_1:4, Block of Gallium
gregtech:compressed_1:5, Block of Holmium
gregtech:compressed_1:6, Block of Indium
gregtech:compressed_1:7, Block of Iridium
gregtech:compressed_1:8, Block of Lanthanum
gregtech:compressed_1:9, Block of Lead
gregtech:compressed_1:10, Block of Lithium
gregtech:compressed_1:11, Block of Lutetium
gregtech:compressed_1:12, Block of Magnesium
gregtech:compressed_1:13, Block of Manganese
gregtech:compressed_1:14, Block of Molybdenum
gregtech:compressed_1:15, Block of Neodymium
gregtech:compressed_4:0, Block of Zinc
gregtech:compressed_4:1, Block of Almandine
gregtech:compressed_4:2, Block of Andradite
gregtech:compressed_4:3, Block of Annealed Copper
gregtech:compressed_4:4, Block of Asbestos
gregtech:compressed_4:5, Block of Ashes
gregtech:compressed_4:6, Block of Banded Iron
gregtech:compressed_4:7, Block of Battery Alloy
gregtech:compressed_4:8, Block of Blue Topaz
gregtech:compressed_4:9, Block of Brass
gregtech:compressed_4:10, Block of Bronze
gregtech:compressed_4:11, Block of Brown Limonite
gregtech:compressed_4:12, Block of Calcite
gregtech:compressed_4:13, Block of Cassiterite
gregtech:compressed_4:14, Block of Cassiterite Sand
gregtech:compressed_4:15, Block of Chalcopyrite
gregtech:compressed_6:0, Block of Invar
gregtech:compressed_6:1, Block of Kanthal
gregtech:compressed_6:2, Block of Lazurite
gregtech:compressed_6:3, Block of Magnalium
gregtech:compressed_6:4, Block of Magnesite
gregtech:compressed_6:5, Block of Magnetite
gregtech:compressed_6:6, Block of Molybdenite
gregtech:compressed_6:7, Block of Nichrome
gregtech:compressed_6:8, Block of Niobium Nitride
gregtech:compressed_6:9, Block of Niobium-Titanium
gregtech:compressed_6:10, Block of Obsidian
gregtech:compressed_6:11, Block of Phosphate
gregtech:compressed_6:12, Block of Pig Iron
gregtech:compressed_6:13, Block of Polyethylene
gregtech:compressed_6:14, Block of Epoxy Resin
gregtech:compressed_6:15, Block of Polysiloxane
gregtech:compressed_15:0, Block of Nether Star
gregtech:compressed_15:1, Block of Cocoa
gregtech:compressed_15:2, Block of Ytterbium
gregtech:compressed_15:3, Block of Fireclay
gregtech:compressed_15:4, Block of Coke
gregtech:compressed_15:5, Block of Tenorite
gregtech:compressed_15:6, Block of Cuprite
gregtech:compressed_15:7, Block of Bornite
gregtech:compressed_15:8, Block of Chalcocite
gregtech:compressed_15:9, Block of Enargite
gregtech:compressed_15:10, Block of Tennantite
gregtech:compressed_15:11, Block of Borosilicate Glass
gregtech:compressed_15:12, Block of Sodium Hydroxide
gregtech:compressed_15:13, Block of Quicklime
gregtech:compressed_15:14, Block of Sodium Bisulfate
gregtech:compressed_15:15, Block of Silicone Rubber
gregtech:compressed_11:0, Block of Cobalt Brass
gregtech:compressed_11:1, Block of Phosphor
gregtech:compressed_11:2, Block of Basalt
gregtech:compressed_11:3, Block of Andesite
gregtech:compressed_11:4, Block of Diorite
gregtech:compressed_11:5, Block of Red Garnet
gregtech:compressed_11:6, Block of Yellow Garnet
gregtech:compressed_11:7, Block of Sugar
gregtech:compressed_11:8, Block of Vinteum
gregtech:compressed_11:9, Block of Redrock
gregtech:compressed_11:10, Block of Potassium Feldspar
gregtech:compressed_11:11, Block of Biotite
gregtech:compressed_11:12, Block of Black Granite
gregtech:compressed_11:13, Block of Chrysotile
gregtech:compressed_11:14, Block of Realgar
gregtech:compressed_11:15, Block of Vanadium Magnetite
gregtech:compressed_2:0, Block of Darmstadtium
gregtech:compressed_2:1, Block of Nickel
gregtech:compressed_2:2, Block of Niobium
gregtech:compressed_2:3, Block of Osmium
gregtech:compressed_2:4, Block of Palladium
gregtech:compressed_2:5, Block of Phosphorus
gregtech:compressed_2:6, Block of Platinum
gregtech:compressed_2:7, Block of Plutonium 244
gregtech:compressed_2:8, Block of Plutonium 241
gregtech:compressed_2:9, Block of Potassium
gregtech:compressed_2:10, Block of Praseodymium
gregtech:compressed_2:11, Block of Promethium
gregtech:compressed_2:12, Block of Rubidium
gregtech:compressed_2:13, Block of Samarium
gregtech:compressed_2:14, Block of Scandium
gregtech:compressed_2:15, Block of Silicon
gregtech:compressed_17:0, Block of material.piron
gregtech:compressed_17:1, Block of material.piron2
gregtech:compressed_17:2, Block of material.piron3
gregtech:compressed_17:3, Block of material.piron4
gregtech:compressed_17:4, Block of material.alumina
gregtech:compressed_17:5, Block of material.aluminiumhydroxide
gregtech:compressed_17:6, Block of material.arditite
gregtech:compressed_17:7, Block of material.sperrylite
gregtech:compressed_17:8, Block of material.argentite
gregtech:compressed_17:9, Block of material.wolframite
gregtech:compressed_17:10, Block of Ferrosilite
gregtech:compressed_17:11, Block of Cupric Oxide
gregtech:compressed_17:12, Block of Polyvinyl Chloride
gregtech:compressed_17:13, Block of Arsenic Trioxide
gregtech:compressed_17:14, Block of Cobalt Oxide
gregtech:compressed_17:15, Block of Zincite
gregtech:compressed_16:0, Block of Polydimethylsiloxane
gregtech:compressed_16:1, Block of Polystyrene
gregtech:compressed_16:2, Block of Raw Styrene-Butadiene Rubber
gregtech:compressed_16:3, Block of Styrene-Butadiene Rubber
gregtech:compressed_16:4, Block of Potash
gregtech:compressed_16:5, Block of Soda Ash
gregtech:compressed_16:6, Block of Gallium Arsenide
gregtech:compressed_16:7, Block of Polyphenylene Sulfide
gregtech:compressed_16:8, Block of Indium Gallium Phosphide
gregtech:compressed_16:9, Block of Platinum Group Sludge
gregtech:compressed_16:10, Block of Ferrite Mixture
gregtech:compressed_16:11, Block of Nickel Zinc Ferrite
gregtech:compressed_16:12, Block of Magnesia
gregtech:compressed_16:13, Block of Phosphorous Pentoxide
gregtech:compressed_16:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:compressed_16:15, Block of material.ardite
gregtech:compressed_12:0, Block of Basaltic Mineral Sand
gregtech:compressed_12:1, Block of Granitic Mineral Sand
gregtech:compressed_12:2, Block of Garnet Sand
gregtech:compressed_12:3, Block of Quartz Sand
gregtech:compressed_12:4, Block of Bastnasite
gregtech:compressed_12:5, Block of Pentlandite
gregtech:compressed_12:6, Block of Spodumene
gregtech:compressed_12:7, Block of Pollucite
gregtech:compressed_12:8, Block of Lepidolite
gregtech:compressed_12:9, Block of Glauconite
gregtech:compressed_12:10, Block of Glauconite Sand
gregtech:compressed_12:11, Block of Vermiculite
gregtech:compressed_12:12, Block of Bentonite
gregtech:compressed_12:13, Block of Fullers Earth
gregtech:compressed_12:14, Block of Pitchblende
gregtech:compressed_12:15, Block of Monazite
gregtech:compressed_14:0, Block of Magnetic Neodymium
gregtech:compressed_14:1, Block of Tungstencarbide
gregtech:compressed_14:2, Block of Vanadiumsteel
gregtech:compressed_14:3, Block of HSS-G
gregtech:compressed_14:4, Block of HSS-E
gregtech:compressed_14:5, Block of HSS-S
gregtech:compressed_14:6, Block of Naquadah
gregtech:compressed_14:7, Block of Naquadah Alloy
gregtech:compressed_14:8, Block of Enriched Naquadah
gregtech:compressed_14:9, Block of Naquadria
gregtech:compressed_14:10, Block of Tritanium
gregtech:compressed_14:11, Block of Duranium
gregtech:compressed_14:12, Block of Borax
gregtech:compressed_14:13, Block of Gunpowder
gregtech:compressed_14:14, Block of Paper
gregtech:compressed_14:15, Block of Rare Earth
gregtech:frame_iron:0, Iron Frame
gregtech:frame_iron:1, Iron Frame
gregtech:frame_iron:2, Iron Frame
gregtech:frame_iron:3, Iron Frame
gregtech:frame_iron:4, Iron Frame
gregtech:frame_iron:5, Iron Frame
gregtech:frame_iron:6, Iron Frame
gregtech:frame_iron:7, Iron Frame
gregtech:frame_iron:8, Iron Frame
gregtech:frame_iron:9, Iron Frame
gregtech:frame_iron:10, Iron Frame
gregtech:frame_iron:11, Iron Frame
gregtech:frame_iron:12, Iron Frame
gregtech:frame_iron:13, Iron Frame
gregtech:frame_iron:14, Iron Frame
gregtech:frame_iron:15, Iron Frame
gregtech:frame_titanium:0, Titanium Frame
gregtech:frame_titanium:1, Titanium Frame
gregtech:frame_titanium:2, Titanium Frame
gregtech:frame_titanium:3, Titanium Frame
gregtech:frame_titanium:4, Titanium Frame
gregtech:frame_titanium:5, Titanium Frame
gregtech:frame_titanium:6, Titanium Frame
gregtech:frame_titanium:7, Titanium Frame
gregtech:frame_titanium:8, Titanium Frame
gregtech:frame_titanium:9, Titanium Frame
gregtech:frame_titanium:10, Titanium Frame
gregtech:frame_titanium:11, Titanium Frame
gregtech:frame_titanium:12, Titanium Frame
gregtech:frame_titanium:13, Titanium Frame
gregtech:frame_titanium:14, Titanium Frame
gregtech:frame_titanium:15, Titanium Frame
gregtech:frame_darmstadtium:0, Darmstadtium Frame
gregtech:frame_darmstadtium:1, Darmstadtium Frame
gregtech:frame_darmstadtium:2, Darmstadtium Frame
gregtech:frame_darmstadtium:3, Darmstadtium Frame
gregtech:frame_darmstadtium:4, Darmstadtium Frame
gregtech:frame_darmstadtium:5, Darmstadtium Frame
gregtech:frame_darmstadtium:6, Darmstadtium Frame
gregtech:frame_darmstadtium:7, Darmstadtium Frame
gregtech:frame_darmstadtium:8, Darmstadtium Frame
gregtech:frame_darmstadtium:9, Darmstadtium Frame
gregtech:frame_darmstadtium:10, Darmstadtium Frame
gregtech:frame_darmstadtium:11, Darmstadtium Frame
gregtech:frame_darmstadtium:12, Darmstadtium Frame
gregtech:frame_darmstadtium:13, Darmstadtium Frame
gregtech:frame_darmstadtium:14, Darmstadtium Frame
gregtech:frame_darmstadtium:15, Darmstadtium Frame
gregtech:frame_hsse:0, HSS-E Frame
gregtech:frame_hsse:1, HSS-E Frame
gregtech:frame_hsse:2, HSS-E Frame
gregtech:frame_hsse:3, HSS-E Frame
gregtech:frame_hsse:4, HSS-E Frame
gregtech:frame_hsse:5, HSS-E Frame
gregtech:frame_hsse:6, HSS-E Frame
gregtech:frame_hsse:7, HSS-E Frame
gregtech:frame_hsse:8, HSS-E Frame
gregtech:frame_hsse:9, HSS-E Frame
gregtech:frame_hsse:10, HSS-E Frame
gregtech:frame_hsse:11, HSS-E Frame
gregtech:frame_hsse:12, HSS-E Frame
gregtech:frame_hsse:13, HSS-E Frame
gregtech:frame_hsse:14, HSS-E Frame
gregtech:frame_hsse:15, HSS-E Frame
gregtech:frame_aluminium:0, Aluminium Frame
gregtech:frame_aluminium:1, Aluminium Frame
gregtech:frame_aluminium:2, Aluminium Frame
gregtech:frame_aluminium:3, Aluminium Frame
gregtech:frame_aluminium:4, Aluminium Frame
gregtech:frame_aluminium:5, Aluminium Frame
gregtech:frame_aluminium:6, Aluminium Frame
gregtech:frame_aluminium:7, Aluminium Frame
gregtech:frame_aluminium:8, Aluminium Frame
gregtech:frame_aluminium:9, Aluminium Frame
gregtech:frame_aluminium:10, Aluminium Frame
gregtech:frame_aluminium:11, Aluminium Frame
gregtech:frame_aluminium:12, Aluminium Frame
gregtech:frame_aluminium:13, Aluminium Frame
gregtech:frame_aluminium:14, Aluminium Frame
gregtech:frame_aluminium:15, Aluminium Frame
gregtech:frame_blue_steel:0, Blue Steel Frame
gregtech:frame_blue_steel:1, Blue Steel Frame
gregtech:frame_blue_steel:2, Blue Steel Frame
gregtech:frame_blue_steel:3, Blue Steel Frame
